responseId,startTime,endTime,testType,activityPoints,dfs,dfsRaw,dfsRaw01,dfsRaw02,dfsRaw03,dfsRaw04,dfsRaw05,dfsRaw06,dfsRaw07,dfsRaw08,dfsRaw09,dejectionRawPre2,FR01,FR04,FR03,FR10,FR02,FR06,prevention.pre,promotion.pre,dejectionRawPost,tense,nervous,anxious,depressed,uncertain,agitated,calm,self_conscious,quiet,unconcerned,disappointed ,frustrated,sad,contented,enthusiastic,happy,balanced,dejection,cheerfulness,promotion.pos,agitation,quiescence,prevention.pos,fss,flow,flow01,flow02,flow03,flow04,flow05,flow06,flow07,flow08,Condition,gender,age,ethnicity,sexualOrientation,civilState,city,universityEducation,institucion,educationLevel,conclusion
208ec0b0-9d46-11eb-9b7e-0daf340a71ab,1618420145528,1618420954258,stFemale,150,4.222222222,"2,4,4,5,5,3,5,5,5",2,4,4,5,5,3,5,5,5,"4, 3, 5, 4, 2, 2",4,3,5,4,2,2,3.67,4.33,"7,6,7,5,6,1,7,4,6,6,5,5,4,6,5,5,4",7,6,7,5,6,1,7,4,6,6,5,5,4,6,5,5,4,4.666666667,5,3.83,5.33,5.75,3.79,3.875,"4,3,4,3,4,4,5,4",4,3,4,3,4,4,5,4,inThreat,Masculino,25,Pardo,Heterossexual,Solteiro(a),MACEIÓ,Sim,UFAL,Graduação,8
e6bed630-9d46-11eb-9b7e-0daf340a71ab,1618418879949,1618420998081,stMale,180,3.444444444,"4,3,4,2,4,2,4,4,4",4,3,4,2,4,2,4,4,4,"4, 5, 3, 4, 5, 5",4,5,3,4,5,5,1.00,3.67,"1,1,3,1,3,3,3,7,2,5,1,3,1,7,7,7,5",1,1,3,1,3,3,3,7,2,5,1,3,1,7,7,7,5,1.666666667,6.5,1.58,2.00,4.25,2.88,4,"5,1,5,1,5,5,5,5",5,1,5,1,5,5,5,5,inBoost,Masculino,23,Branco,Heterossexual,Solteiro(a),Maceió,Sim,Ufal,Graduação,2023
d23aa670-9d47-11eb-9b7e-0daf340a71ab,1618420882885,1618421540768,stMale,160,4.222222222,"5,5,4,5,4,4,5,1,5",5,5,4,5,4,4,5,1,5,"3, 3, 3, 3, 4, 2",3,3,3,3,4,2,3.00,3.00,"2,2,2,1,1,2,6,6,6,7,1,1,1,7,6,6,7",2,2,2,1,1,2,6,6,6,7,1,1,1,7,6,6,7,1,6.5,1.25,1.67,6.25,1.71,4.25,"5,5,5,1,5,4,5,4",5,5,5,1,5,4,5,4,inBoost,Masculino,25,Pardo,Heterossexual,Solteiro(a),MACEIÓ,Sim,UFAL,Graduação,2023
358e5340-9d4b-11eb-9b7e-0daf340a71ab,1618422301740,1618422916334,stFemale,50,4,"3,3,4,5,5,3,5,5,3",3,3,4,5,5,3,5,5,3,"5, 1, 5, 1, 1, 1",5,1,5,1,1,1,5.00,3.67,"7,7,7,4,7,7,1,1,1,1,7,7,7,1,4,1,4",7,7,7,4,7,7,1,1,1,1,7,7,7,1,4,1,4,7,2.5,6.25,6.50,1.00,6.75,4,"5,5,5,5,5,3,1,3",5,5,5,5,5,3,1,3,inBoost,Feminino,48,Negro,Homossexual,Solteiro(a),,Sim,Ufal,Graduação,2025
4b869a80-9d4c-11eb-9b7e-0daf340a71ab,1618423216595,1618423569437,stMale,140,3.333333333,"4,1,4,3,4,4,4,3,3",4,1,4,3,4,4,4,3,3,"4, 5, 3, 4, 2, 2",4,5,3,4,2,2,3.00,3.67,"1,1,1,1,2,2,6,4,6,3,5,1,1,4,4,3,6",1,1,1,1,2,2,6,4,6,3,5,1,1,4,4,3,6,2.333333333,4.25,3.04,1.33,4.75,2.29,3.625,"4,5,3,2,4,4,3,4",4,5,3,2,4,4,3,4,inThreat,Feminino,21,Pardo,Heterossexual,Solteiro(a),Maceió,Sim,Universidade Federal de Alagoas,Graduação,2022
18379910-9df4-11eb-9b7e-0daf340a71ab,1618494713997,1618495449457,default,160,3,"3,3,4,2,2,3,2,4,4",3,3,4,2,2,3,2,4,4,"4, 5, 3, 3, 4, 2",4,5,3,3,4,2,2.33,3.33,"4,2,2,2,4,1,5,5,5,2,1,1,1,5,2,4,5",4,2,2,2,4,1,5,5,5,2,1,1,1,5,2,4,5,1,4,2.50,2.50,4.25,3.13,3.5,"4,4,2,2,4,5,2,5",4,4,2,2,4,5,2,5,control,Masculino,23,Branco,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2023
4b9fd020-9e02-11eb-9b7e-0daf340a71ab,1618501325522,1618501732613,default,140,4.777777778,"5,4,5,5,4,5,5,5,5",5,4,5,5,4,5,5,5,5,"4, 5, 5, 5, 5, 4",4,5,5,5,5,4,1.33,4.67,"5,5,7,1,4,4,3,5,5,1,1,1,1,4,4,1,1",5,5,7,1,4,4,3,5,5,1,1,1,1,4,4,1,1,1,2.5,3.25,4.33,3.50,4.42,2.625,"5,1,1,5,1,1,3,4",5,1,1,5,1,1,3,4,control,Masculino,22,Pardo,Heterossexual,Solteiro(a),maceió,Sim,unit,Graduação,2021
169a9c00-9e22-11eb-9b7e-0daf340a71ab,1618514927197,1618515346194,stFemale,90,2.555555556,"3,2,3,1,2,2,3,4,3",3,2,3,1,2,2,3,4,3,"4, 5, 5, 5, 5, 3",4,5,5,5,5,3,1.67,4.67,"5,5,5,1,7,7,1,7,2,2,4,3,1,3,3,3,3",5,5,5,1,7,7,1,7,2,2,4,3,1,3,3,3,3,2.666666667,3,3.83,5.00,3.00,5.00,2.75,"2,2,2,3,4,3,3,3",2,2,2,3,4,3,3,3,inBoost,Feminino,21,Negro,Prefiro não Responder,Solteiro(a),Maceió,Sim,UFAL,Graduação,2023
906a5a80-9e30-11eb-9b7e-0daf340a71ab,1618521419844,1618521649027,stMale,170,5,"5,5,5,5,5,5,5,5,5",5,5,5,5,5,5,5,5,5,"4, 2, 2, 4, 3, 1",4,2,2,4,3,1,4.00,3.33,"6,6,6,1,6,5,1,7,1,1,1,5,1,5,5,5,2",6,6,6,1,6,5,1,7,1,1,1,5,1,5,5,5,2,2.333333333,4.25,3.04,5.00,2.50,5.25,5,"5,5,5,5,5,5,5,5",5,5,5,5,5,5,5,5,inThreat,Feminino,18,Branco,Heterossexual,Solteiro(a),Maceio,Sim,UFAL,Graduação,2026
bb421410-9e34-11eb-9b7e-0daf340a71ab,1618526737811,1618527015960,default,40,3.625,"3,3,5,2,5,5,1,,5",3,3,5,2,5,5,1,,5,"5, 5, 5, 3, 5, 3",5,5,5,3,5,3,1.67,4.33,"1,1,1,1,1,1,7,7,7,7,3,1,1,7,7,7,7",1,1,1,1,1,1,7,7,7,7,3,1,1,7,7,7,7,1.666666667,7,1.33,1.00,7.00,1.00,5,"5,5,5,5,5,5,5,5",5,5,5,5,5,5,5,5,control,Feminino,17,Branco,Heterossexual,Solteiro(a),,Não,,,
46f906c0-9e36-11eb-9b7e-0daf340a71ab,1618523754311,1618524035226,default,30,3.888888889,"4,3,5,4,3,3,5,5,3",4,3,5,4,3,3,5,5,3,"2, 2, 3, 3, 5, 1",2,2,3,3,5,1,3.33,2.67,"1,2,1,1,6,6,1,1,1,1,3,5,3,3,1,1,1",1,2,1,1,6,6,1,1,1,1,3,5,3,3,1,1,1,3.666666667,1.5,5.08,2.83,1.00,4.92,1.875,"4,4,1,2,1,1,1,1",4,4,1,2,1,1,1,1,control,Feminino,24,Pardo,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2024
09bbd000-9e39-11eb-9b7e-0daf340a71ab,1618524679567,1618525250184,stMale,190,4.333333333,"4,5,4,4,5,4,5,5,3",4,5,4,4,5,4,5,5,3,"5, 5, 4, 5, 4, 4",5,5,4,5,4,4,1.67,4.67,"5,1,2,1,4,1,7,7,7,7,1,1,1,6,6,7,7",5,1,2,1,4,1,7,7,7,7,1,1,1,6,6,7,7,1,6.5,1.25,2.33,7.00,1.67,4.875,"5,4,5,5,5,5,5,5",5,4,5,5,5,5,5,5,inBoost,Masculino,21,Branco,Heterossexual,Solteiro(a),São Paulo,Sim,UFAL,Graduação,2022
936fd080-9e6b-11eb-9b7e-0daf340a71ab,1618545834282,1618546931980,stFemale,180,3.777777778,"4,1,4,3,4,4,5,4,5",4,1,4,3,4,4,5,4,5,"4, 2, 2, 3, 1, 1",4,2,2,3,1,1,4.67,3.00,"4,1,4,1,7,2,6,6,6,4,2,2,1,7,7,6,6",4,1,4,1,7,2,6,6,6,4,2,2,1,7,7,6,6,1.666666667,6.5,1.58,3.17,5.50,2.83,4.625,"4,5,5,4,5,4,5,5",4,5,5,4,5,4,5,5,inBoost,Feminino,25,Branco,Heterossexual,Solteiro(a),Marechal Deodoro,Sim,UFAL,Graduação,2023
08861510-9ebb-11eb-9b7e-0daf340a71ab,1618580786711,1618581023344,stMale,60,3.777777778,"4,3,4,5,4,3,3,4,4",4,3,4,5,4,3,3,4,4,"4, 5, 4, 4, 5, 5",4,5,4,4,5,5,1.00,4.00,"4,2,4,1,3,1,5,6,3,3,3,3,1,4,4,4,4",4,2,4,1,3,1,5,6,3,3,3,3,1,4,4,4,4,2.333333333,4,3.17,2.50,4.25,3.13,3.25,"4,3,3,1,3,4,4,4",4,3,3,1,3,4,4,4,inThreat,Feminino,24,Negro,Heterossexual,Solteiro(a),,Sim,,Outros,2022
7ac290a0-a437-11eb-8cbb-599e427a3fce,1619183733777,1619184236905,default,140,3.555555556,"3,3,4,5,3,3,5,3,3",3,3,4,5,3,3,5,3,3,"3, 4, 2, 2, 4, 4",3,4,2,2,4,4,2.00,2.33,"5,3,5,1,5,4,3,7,5,7,4,4,1,2,4,4,3",5,3,5,1,5,4,3,7,5,7,4,4,1,2,4,4,3,3,3.25,3.88,3.83,5.50,3.17,3.625,"4,5,3,3,4,3,3,4",4,5,3,3,4,3,3,4,control,Masculino,54,Pardo,Heterossexual,Casado(a),Alfenas,Sim,UFOP,Mestrado,2021
1160f4b0-a439-11eb-8cbb-599e427a3fce,1619184152491,1619184697698,stMale,110,4.777777778,"5,5,4,5,4,5,5,5,5",5,5,4,5,4,5,5,5,5,"3, 5, 3, 3, 5, 3",3,5,3,3,5,3,1.67,3.00,"6,6,7,5,7,7,3,6,5,2,6,6,6,2,4,2,2",6,6,7,5,7,7,3,6,5,2,6,6,6,2,4,2,2,6,2.5,5.75,6.33,4.00,5.17,3,"4,4,2,5,2,1,2,4",4,4,2,5,2,1,2,4,inBoost,Masculino,47,Pardo,Heterossexual,Casado(a),MANAUS,Sim,IBAC,Outros,2022
a4947eb0-a456-11eb-8cbb-599e427a3fce,1619197004062,1619197615203,default,170,4.444444444,"4,4,4,5,4,5,4,5,5",4,4,4,5,4,5,4,5,5,"3, 4, 4, 5, 5, 5",3,4,4,5,5,5,1.33,4.00,"1,1,3,1,3,1,6,6,4,6,2,3,1,5,5,4,6",1,1,3,1,3,1,6,6,4,6,2,3,1,5,5,4,6,2,5,2.50,1.67,5.50,2.08,4.75,"5,5,5,5,5,4,5,4",5,5,5,5,5,4,5,4,control,Feminino,29,Branco,Heterossexual,Solteiro(a),Jandira,Sim,Universidade de São Paulo,Graduação,2022
9186bb20-a47f-11eb-8cbb-599e427a3fce,1619213901074,1619215154099,stMale,190,2.666666667,"3,3,2,2,3,2,3,3,3",3,3,2,2,3,2,3,3,3,"4, 3, 4, 5, 5, 5",4,3,4,5,5,5,1.67,4.33,"3,3,3,2,4,4,2,2,2,2,2,3,3,3,3,2,2",3,3,3,2,4,4,2,2,2,2,2,3,3,3,3,2,2,2.666666667,2.5,4.08,3.17,2.00,4.58,3.5,"4,5,4,2,3,3,2,5",4,5,4,2,3,3,2,5,inThreat,Feminino,53,Branco,Heterossexual,Divorciado(a),São Paulo,Não,,Mestrado,
a5bebe50-a48c-11eb-8cbb-599e427a3fce,1619220170772,1619220799188,stMale,140,3.222222222,"3,3,3,4,3,4,3,3,3",3,3,3,4,3,4,3,3,3,"4, 3, 4, 4, 3, 2",4,3,4,4,3,2,3.33,4.00,"5,4,4,3,4,3,5,6,4,4,3,3,3,6,6,6,6",5,4,4,3,4,3,5,6,4,4,3,3,3,6,6,6,6,3,6,2.50,3.83,4.75,3.54,4.75,"5,5,5,4,4,5,5,5",5,5,5,4,4,5,5,5,inThreat,Feminino,52,Branco,Heterossexual,Casado(a),Brasilia,Não,,Graduação,
eb7bfbc0-a79c-11eb-8cbb-599e427a3fce,1619557311077,1619557707080,default,170,3.333333333,"4,3,4,4,2,3,2,4,4",4,3,4,4,2,3,2,4,4,"3, 5, 3, 2, 5, 4",3,5,3,2,5,4,1.33,2.67,"2,2,2,2,3,1,5,6,4,4,3,2,2,4,3,,5",2,2,2,2,3,1,5,6,4,4,3,2,2,4,3,,5,2.333333333,4,3.17,2.00,4.75,2.63,3.375,"4,5,4,2,3,4,2,3",4,5,4,2,3,4,2,3,control,Masculino,23,Branco,Heterossexual,Solteiro(a),Campo Grande,Sim,Universidade Federal do Mato Grosso do Sul,Graduação,2022
d7506eb0-a81e-11eb-8cbb-599e427a3fce,1619612894550,1619613468097,default,170,3.666666667,"4,4,2,5,1,3,4,5,5",4,4,2,5,1,3,4,5,5,"4, 5, 3, 2, 5, 5",4,5,3,2,5,5,1.00,3.00,"1,2,1,1,4,6,3,6,1,4,5,5,5,2,6,6,7",1,2,1,1,4,6,3,6,1,4,5,5,5,2,6,6,7,5,5.25,3.88,2.50,3.50,3.50,3.75,"5,2,2,5,5,4,3,4",5,2,2,5,5,4,3,4,control,Masculino,24,Branco,Heterossexual,Solteiro(a),Campo Grande,Sim,UFMS,Graduação,
0cae3c90-a81f-11eb-8cbb-599e427a3fce,1619613135745,1619613581292,stFemale,150,2.444444444,"4,1,3,2,2,3,2,1,4",4,1,3,2,2,3,2,1,4,"4, 5, 2, 5, 5, 5",4,5,2,5,5,5,1.00,3.67,"1,1,1,1,3,1,4,4,4,4,1,2,1,4,4,4,4",1,1,1,1,3,1,4,4,4,4,1,2,1,4,4,4,4,1.333333333,4,2.67,1.33,4.00,2.67,4,"5,5,3,1,5,5,3,5",5,5,3,1,5,5,3,5,inBoost,Feminino,19,Branco,Heterossexual,Solteiro(a),Campo Grande,Sim,UFMS,Graduação,2024
48ed6aa0-a824-11eb-8cbb-599e427a3fce,1619614119186,1619615819166,stFemale,140,3,"4,3,3,2,3,3,4,3,2",4,3,3,2,3,3,4,3,2,"3, 1, 2, 1, 3, 3",3,1,2,1,3,3,3.67,2.00,"1,1,1,1,5,1,2,4,4,6,2,2,1,3,3,3,6",1,1,1,1,5,1,2,4,4,6,2,2,1,3,3,3,6,1.666666667,3.75,2.96,1.67,4.00,2.83,3.375,"5,5,4,1,3,4,3,2",5,5,4,1,3,4,3,2,inThreat,Masculino,26,Branco,Assexual,Solteiro(a),Campo Grande,Sim,UFMS,Graduação,2023
b5e0a910-a833-11eb-8cbb-599e427a3fce,1619622138242,1619622726081,stMale,170,3.444444444,"4,2,4,3,3,3,3,4,5",4,2,4,3,3,3,3,4,5,"4, 4, 3, 4, 5, 5",4,4,3,4,5,5,1.33,3.67,"2,2,4,1,2,5,2,5,2,6,2,2,1,6,6,6,4",2,2,4,1,2,5,2,5,2,6,2,2,1,6,6,6,4,1.666666667,5.5,2.08,2.67,3.75,3.46,3.875,"3,4,3,4,5,3,5,4",3,4,3,4,5,3,5,4,inBoost,Masculino,20,Branco,Heterossexual,Solteiro(a),Campo Grande,Sim,Universidade Federal Do Mato Grosso Do Sul,Graduação,2024
b70e56d0-a837-11eb-8cbb-599e427a3fce,1619623644257,1619624160660,stFemale,190,3.111111111,"3,2,4,4,5,3,1,1,5",3,2,4,4,5,3,1,1,5,"4, 3, 2, 2, 2, 2",4,3,2,2,2,2,3.67,2.67,"1,1,2,3,,2,6,6,7,7,2,2,2,1,1,1,4",1,1,2,3,,2,6,6,7,7,2,2,2,1,1,1,4,2,1.75,4.13,1.80,6.50,1.65,3.875,"5,2,4,2,5,4,4,5",5,2,4,2,5,4,4,5,inThreat,Masculino,18,Branco,Prefiro não Responder,Solteiro(a),Campo Grande - MS,Sim,UFMS,Graduação,2025
d1fc0bc0-a848-11eb-8cbb-599e427a3fce,1619630821705,1619631258387,default,120,2.888888889,"2,4,4,2,2,1,5,5,1",2,4,4,2,2,1,5,5,1,"4, 5, 5, 5, 5, 5",4,5,5,5,5,5,1.00,4.67,"5,5,5,1,6,1,5,5,5,1,3,3,1,2,4,2,4",5,5,5,1,6,1,5,5,5,1,3,3,1,2,4,2,4,2.333333333,3,3.67,3.83,4.00,3.92,4.625,"4,5,5,5,5,5,5,3",4,5,5,5,5,5,5,3,control,Masculino,23,Pardo,Homossexual,Solteiro(a),CAMPO GRANDE,Sim,UFMS,Graduação,2023
a9467110-a853-11eb-8cbb-599e427a3fce,1619635076676,1619636139028,default,190,2.333333333,"3,2,2,3,1,1,1,5,3",3,2,2,3,1,1,1,5,3,"1, 1, 1, 1, 5, 2",1,1,1,1,5,2,3.33,1.00,"2,2,2,1,5,4,6,6,6,6,1,1,1,1,1,1,2",2,2,2,1,5,4,6,6,6,6,1,1,1,1,1,1,2,1,1.25,3.88,2.67,6.00,2.33,3.375,"5,5,3,2,1,3,3,5",5,5,3,2,1,3,3,5,control,Masculino,19,Branco,Bissexual,Solteiro(a),Campo Grande,Sim,UFMS,Graduação,2024
da329100-aeb6-11eb-8cbb-599e427a3fce,1620337827048,1620338354837,default,160,3.444444444,"4,2,4,3,4,2,4,3,5",4,2,4,3,4,2,4,3,5,"3, 5, 4, 4, 2, 3",3,5,4,4,2,3,2.67,3.67,"1,1,2,1,4,1,5,5,4,5,2,2,1,5,5,4,5",1,1,2,1,4,1,5,5,4,5,2,2,1,5,5,4,5,1.666666667,4.75,2.46,1.67,4.75,2.46,3.375,"3,5,3,1,4,3,3,5",3,5,3,1,4,3,3,5,control,Feminino,22,Pardo,Heterossexual,Solteiro(a),Maceió,Sim,UFAL,Graduação,2022
eb0ea380-aeb9-11eb-8cbb-599e427a3fce,1620339251971,1620339719942,stMale,100,3.555555556,"3,1,5,5,4,4,3,5,2",3,1,5,5,4,4,3,5,2,"3, 2, 4, 4, 1, 1",3,2,4,4,1,1,4.67,3.67,"6,4,7,1,3,1,7,5,7,7,1,1,1,5,5,5,5",6,4,7,1,3,1,7,5,7,7,1,1,1,5,5,5,5,1,5,2.00,3.67,6.50,2.58,4.875,"5,5,5,5,4,5,5,5",5,5,5,5,4,5,5,5,inBoost,Masculino,49,Branco,Heterossexual,Casado(a),Jaboatão dos Guararapes,Sim,IFPE,Doutorado,2026
3d203cb0-af41-11eb-b944-15c8c1c6ce71,1620397310059,1620397854960,stMale,180,3.444444444,"3,1,5,3,5,5,1,5,3",3,1,5,3,5,5,1,5,3,"5, 5, 5, 5, 5, 4",5,5,5,5,5,4,1.33,5.00,"4,5,6,1,3,6,2,7,2,4,3,3,1,7,7,7,5",4,5,6,1,3,6,2,7,2,4,3,3,1,7,7,7,5,2.333333333,6.5,1.92,4.17,3.75,4.21,4.75,"4,5,5,5,5,5,4,5",4,5,5,5,5,5,4,5,inThreat,Feminino,25,Negro,Homossexual,Solteiro(a),Maceió,Não,Universidade Federal de Alagoas,Graduação,
e7bb7ec0-b057-11eb-b944-15c8c1c6ce71,1620517330346,1620517608178,default,50,3.4,",,,,1,3,5,4,4",,,,,1,3,5,4,4,"3, 3, 3, 3, 3, 3",3,3,3,3,3,3,3.00,3.00,"1,1,1,1,1,1,6,6,6,6,1,1,1,4,4,6,6",1,1,1,1,1,1,6,6,6,6,1,1,1,4,4,6,6,1,5,2.00,1.00,6.00,1.50,4,"5,5,5,5,3,3,3,3",5,5,5,5,3,3,3,3,control,Masculino,30,Branco,Heterossexual,Solteiro(a),Cuiabá,Sim,Ufmt,Graduação,2025
8a1d24d0-b183-11eb-b944-15c8c1c6ce71,1620645395912,1620646240228,stFemale,150,4.111111111,"3,2,5,4,5,4,5,5,4",3,2,5,4,5,4,5,5,4,"3, 3, 5, 5, 2, 2",3,3,5,5,2,2,3.67,4.33,"2,1,2,1,3,1,6,7,7,7,1,1,1,4,4,4,7",2,1,2,1,3,1,6,7,7,7,1,1,1,4,4,4,7,1,4.75,2.13,1.67,6.75,1.46,4.125,"5,5,4,3,5,4,2,5",5,5,4,3,5,4,2,5,inThreat,Masculino,56,Branco,Heterossexual,Divorciado(a),Itajaí,Sim,UNIVALI,Mestrado,2022
5ca44270-b19e-11eb-b944-15c8c1c6ce71,1620657461650,1620657859299,default,40,3.888888889,"3,5,5,5,3,3,1,5,5",3,5,5,5,3,3,1,5,5,"2, 5, 5, 5, 5, 5",2,5,5,5,5,5,1.00,4.00,"1,,7,7,7,7,3,6,1,7,7,7,7,7,7,1,1",1,,7,7,7,7,3,6,1,7,7,7,7,7,7,1,1,7,4,5.50,5.80,4.25,4.78,3,"2,5,3,5,2,2,2,3",2,5,3,5,2,2,2,3,control,Feminino,21,Pardo,Heterossexual,Solteiro(a),,Sim,Ufal,Graduação,2025
c5d98fb0-b1c7-11eb-b944-15c8c1c6ce71,1620674228832,1620675578697,default,160,3.444444444,"4,1,4,5,3,4,4,2,4",4,1,4,5,3,4,4,2,4,"3, 4, 4, 4, 3, 2",3,4,4,4,3,2,3.00,3.67,"1,1,1,1,4,1,4,4,4,5,1,1,1,1,1,1,6",1,1,1,1,4,1,4,4,4,5,1,1,1,1,1,1,6,1,2.25,3.38,1.50,4.25,2.63,3.125,"5,2,4,1,4,4,3,2",5,2,4,1,4,4,3,2,control,Feminino,19,Branco,Heterossexual,Prefiro não Responder,Maceió,Sim,UFAL,Graduação,2024
